company,zone,circle,division,subdivision,temporaryAccountId,tempDateOfRegistration,parentAccountId,childAccountCount,dateOfRegistration,plotAreaSqft,noOfFloors,dateOfService,regionType,loadKW,tariff,flag,predicted_flag
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,KUNDAPURA,SANKARANARAYANA,NULL,,3549015,100,30-04-2026,50,1,23-06-2026,RLB,0.12,LT-1,G.O-1,G.O-1
MESCOM,SHIVAMOGGA ZONE,CHIKKAMAGALURU CIRCLE,KOPPA,SRINGERI,NULL,,3548742,100,19-02-2026,92,1,10-06-2026,RLB,1,LT-1,G.O-1,G.O-1
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,UDUPI DIVISION,BRAHMAVARA,NULL,,3548905,100,30-01-2026,NULL,NULL,12-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,PUTTUR DIVISION,PUTTUR RURAL,NULL,,3546502,100,02-03-2026,0,1,05-06-2026,RLB,2,LT-1,G.O-1,G.O-1
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,PUTTUR DIVISION,SUBRAMANYA,NULL,,3547476,100,02-03-2026,0,2,09-06-2026,RLB,3,LT-1,G.O-1,G.O-1
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,KINNIGOLI O&M,NULL,,3507664,100,15-06-2026,0,1,25-06-2026,ULB,2,LT-1,G.O-1,G.O-1
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,KUNDAPURA,TALLUR,NULL,,3548076,100,14-04-2026,100,2,08-06-2026,RLB,2,LT-1,G.O-1,G.O-1
MESCOM,SHIVAMOGGA ZONE,SHIVAMMOGA CIRCLE,BHADRAVATHI DIVISION,BHADRAVATHI RURAL,NULL,,3549086,100,01-01-2026,NULL,NULL,22-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,KUNDAPURA,KUNDAPURA,NULL,,3548920,100,04-03-2026,NULL,NULL,20-06-2026,RLB,1,LT-1,Serviced with OC,Serviced with OC
MESCOM,SHIVAMOGGA ZONE,SHIVAMMOGA CIRCLE,SAGAR DIVISION,SORABA,NULL,,3506357,100,17-02-2026,NULL,NULL,16-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,PUTTUR DIVISION,PUTTUR RURAL,NULL,,3546502,100,02-03-2026,NULL,NULL,05-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506645,100,01-01-2026,NULL,NULL,10-06-2026,RLB,5,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506648,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506653,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506657,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506663,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506669,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506702,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506704,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506706,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506709,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506673,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506677,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506680,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506691,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506693,100,01-01-2026,NULL,NULL,10-06-2026,RLB,3,LT-1,Serviced with OC,Serviced with OC
MESCOM,MANGALURU ZONE,MANGALURU CIRCLE,MANGALURU DIVISION 2,MUDABIDRE,NULL,,3506699,100,01-01-2026,NULL,NULL,10-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
